drug_id,display_name,aliases,smiles,inchikey,inchikey_block
lazertinib,lazertinib,lazertinib,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,RRMJMHOQSALEJJ-UHFFFAOYSA-N,RRMJMHOQSALEJJ
lemborexant,lemborexant,lemborexant,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,MUGXRYIUWFITCP-PGRDOPGGSA-N,MUGXRYIUWFITCP
leniolisib,leniolisib,leniolisib,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,MWKYMZXCGYXLPL-ZDUSSCGKSA-N,MWKYMZXCGYXLPL
levothyroxine,levothyroxine,euthyrox|levothyroxine|levoxyl|synthroid|thyroxine,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,XUIIKFGFIJCVMT-LBPRGKRZSA-N,XUIIKFGFIJCVMT
lisinopril,lisinopril,lisinopril|prinivil|zestril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,RLAWWYSOJDYHDC-BZSNNMDCSA-N,RLAWWYSOJDYHDC
lomitapide,lomitapide,lomitapide,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,MBBCVAKAJPKAKM-UHFFFAOYSA-N,MBBCVAKAJPKAKM
loperamide,loperamide,loperamide,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,RDOIQAHITMMDAJ
loratadine,loratadine,claritin|loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,JCCNYMKQOSZNPW-UHFFFAOYSA-N,JCCNYMKQOSZNPW
lorazepam,lorazepam,ativan|lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,DIWRORZWFLOCLC-UHFFFAOYSA-N,DIWRORZWFLOCLC
lorcaserin,lorcaserin,lorcaserin,C[C@H]1CNCCc2ccc(Cl)cc21,XTTZERNUQAFMOF-QMMMGPOBSA-N,XTTZERNUQAFMOF
lorlatinib,lorlatinib,lorlatinib,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,IIXWYSCJSQVBQM-LLVKDONJSA-N,IIXWYSCJSQVBQM
losartan,losartan,cozaar|losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,PSIFNNKUMBGKDQ
lovastatin,lovastatin,lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,PCZOHLXUXFIOCF-BXMDZJJMSA-N,PCZOHLXUXFIOCF
lurasidone,lurasidone,lurasidone,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,PQXKDMSYBGKCJA-CVTJIBDQSA-N,PQXKDMSYBGKCJA
maraviroc,maraviroc,(3h)maraviroc|maraviroc,Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,GSNHKUDZZFZSJB-HLMSNRGBSA-N,GSNHKUDZZFZSJB
meclizine,meclizine,meclizine,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,OCJYIGYOJCODJL-UHFFFAOYSA-N,OCJYIGYOJCODJL
melatonin,melatonin,melatonin,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,DRLFMBDRBRZALE-UHFFFAOYSA-N,DRLFMBDRBRZALE
metformin,metformin,fortamet|glucophage|metformin,CN(C)C(=N)N=C(N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,XZWYZXLIPXDOLR
methotrexate,methotrexate,methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,FBOZXECLQNJBKD-ZDUSSCGKSA-N,FBOZXECLQNJBKD
methoxsalen,methoxsalen,8-methoxypsoralen|methoxsalen,COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N,QXKHYNVANLEOEG
methylphenidate,methylphenidate,concerta|methylphenidate|ritalin,COC(=O)C(c1ccccc1)C1CCCCN1,DUGOZIWVEXMGBE-UHFFFAOYSA-N,DUGOZIWVEXMGBE
metoprolol,metoprolol,lopressor|metoprolol|toprol,COCCc1ccc(OCC(O)CNC(C)C)cc1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,IUBSYMUCCVWXPE
mexiletine,mexiletine,mexiletine,Cc1cccc(C)c1OCC(C)N,VLPIATFUUWWMKC-UHFFFAOYSA-N,VLPIATFUUWWMKC
mibefradil,mibefradil,mibefradil,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,HBNPJJILLOYFJU-VMPREFPWSA-N,HBNPJJILLOYFJU
miconazole,miconazole,miconazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,BYBLEWFAAKGYCD-UHFFFAOYSA-N,BYBLEWFAAKGYCD
midazolam,midazolam,midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,DDLIGBOFAVUZHB-UHFFFAOYSA-N,DDLIGBOFAVUZHB
mifepristone,mifepristone,korlym|mifeprex|mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,VKHAHZOOUSRJNA-GCNJZUOMSA-N,VKHAHZOOUSRJNA
mirabegron,mirabegron,mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,PBAPPPCECJKMCM-IBGZPJMESA-N,PBAPPPCECJKMCM
mitotane,mitotane,mitotane,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,JWBOIMRXGHLCPP-UHFFFAOYSA-N,JWBOIMRXGHLCPP
mobocertinib,mobocertinib,mobocertinib,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,AZSRSNUQCUDCGG-UHFFFAOYSA-N,AZSRSNUQCUDCGG
modafinil,modafinil,modafinil,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N,YFGHCGITMMYXAQ
momelotinib,momelotinib,momelotinib,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,ZVHNDZWQTBEVRY
montelukast,montelukast,montelukast|singulair,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,UCHDWCPVSPXUMX-TZIWLTJVSA-N,UCHDWCPVSPXUMX
mycophenolate_mofetil,mycophenolate mofetil,mycophenolate mofetil|mycophenolate_mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,RTGDFNSFWBGLEC-SYZQJQIISA-N,RTGDFNSFWBGLEC
mycophenolic_acid,mycophenolic acid,mycophenolic acid|mycophenolic_acid,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,HPNSFSBZBAHARI-RUDMXATFSA-N,HPNSFSBZBAHARI
naloxegol,naloxegol,naloxegol,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,XNKCCCKFOQNXKV-ZRSCBOBOSA-N,XNKCCCKFOQNXKV
naproxen,naproxen,aleve|naprosyn|naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CMWTZPSULFXXJA-VIFPVBQESA-N,CMWTZPSULFXXJA
nebivolol,nebivolol,nebivolol,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,KOHIRBRYDXPAMZ
nefazodone,nefazodone,nefazodone|serzone,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,VRBKIVRKKCLPHA-UHFFFAOYSA-N,VRBKIVRKKCLPHA
nelfinavir,nelfinavir,nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,QAGYKUNXZHXKMR-HKWSIXNMSA-N,QAGYKUNXZHXKMR
nevirapine,nevirapine,nevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-N,NQDJXKOVJZTUJA
nifedipine,nifedipine,nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],HYIMSNHJOBLJNT-UHFFFAOYSA-N,HYIMSNHJOBLJNT
nimodipine,nimodipine,nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,UIAGMCDKSXEBJQ
nisoldipine,nisoldipine,nisoldipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],VKQFCGNPDRICFG-UHFFFAOYSA-N,VKQFCGNPDRICFG
nortriptyline,nortriptyline,nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,PHVGLTMQBUFIQQ
omeprazole,omeprazole,losec|omeprazole|prilosec,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,SUBDBMMJDZJVOS-UHFFFAOYSA-N,SUBDBMMJDZJVOS
ondansetron,ondansetron,ondansetron|zofran,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,FELGMEQIXOGIFQ-UHFFFAOYSA-N,FELGMEQIXOGIFQ
oseltamivir_carboxylate,oseltamivir carboxylate,oseltamivir carboxylate|oseltamivir_carboxylate|ro 64-0802,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,NENPYTRHICXVCS-YNEHKIRRSA-N,NENPYTRHICXVCS
oteseconazole,oteseconazole,oteseconazole,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,IDUYJRXRDSPPRC-NRFANRHFSA-N,IDUYJRXRDSPPRC
oxycodone,oxycodone,oxycodone|oxycontin|percocet|roxicodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,BRUQQQPBMZOVGD-XFKAJCMBSA-N,BRUQQQPBMZOVGD
paclitaxel,paclitaxel,paclitaxel,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,RCINICONZNJXQF-MZXODVADSA-N,RCINICONZNJXQF
pantoprazole,pantoprazole,pantoprazole|protonix,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,IQPSEEYGBUAQFF-UHFFFAOYSA-N,IQPSEEYGBUAQFF
paroxetine,paroxetine,paroxetine|paxil,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,AHOUBRCZNHFOSL
pazopanib,pazopanib,pazopanib,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL-UHFFFAOYSA-N,CUIHSIWYWATEQL
penicillin_g,penicillin g,penicillin g|penicillin_g,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,JGSARLDLIJGVTE-MBNYWOFBSA-N,JGSARLDLIJGVTE
perphenazine,perphenazine,perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,RGCVKNLCSQQDEP-UHFFFAOYSA-N,RGCVKNLCSQQDEP
pexidartinib,pexidartinib,pexidartinib,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,JGWRKYUXBBNENE-UHFFFAOYSA-N,JGWRKYUXBBNENE
phenobarbital,phenobarbital,phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N,DDBREPKUVSBGFI
phenytoin,phenytoin,dilantin|phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CXOFVDLJLONNDW-UHFFFAOYSA-N,CXOFVDLJLONNDW
pimozide,pimozide,pimozide,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,YVUQSNJEYSNKRX-UHFFFAOYSA-N,YVUQSNJEYSNKRX
pioglitazone,pioglitazone,pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,HYAFETHFCAUJAY-UHFFFAOYSA-N,HYAFETHFCAUJAY
piperine,piperine,piperine,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,MXXWOMGUGJBKIW-YPCIICBESA-N,MXXWOMGUGJBKIW
pirfenidone,pirfenidone,pirfenidone,Cc1ccc(=O)n(-c2ccccc2)c1,ISWRGOKTTBVCFA-UHFFFAOYSA-N,ISWRGOKTTBVCFA
pirtobrutinib,pirtobrutinib,pirtobrutinib,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,FWZAWAUZXYCBKZ-NSHDSACASA-N,FWZAWAUZXYCBKZ
pitavastatin,pitavastatin,pitavastatin,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,VGYFMXBACGZSIL-MCBHFWOFSA-N,VGYFMXBACGZSIL
posaconazole,posaconazole,posaconazole,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,RAGOYPUPXAKGKH-XAKZXMRKSA-N,RAGOYPUPXAKGKH
pralsetinib,pralsetinib,pralsetinib,COC1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CCC(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,GBLBJPZSROAGMF-SIYOEGHHSA-N,GBLBJPZSROAGMF
pravastatin,pravastatin,pravastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,TUZYXOIXSAXUGO-PZAWKZKUSA-N,TUZYXOIXSAXUGO
prednisone,prednisone,deltasone|prednisone|rayos,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,XOFYZVNMUHMLCC
pregabalin,pregabalin,lyrica|pregabalin,CC(C)C[C@H](CN)CC(=O)O,AYXYPKUFHZROOJ-ZETCQYMHSA-N,AYXYPKUFHZROOJ
primidone,primidone,primidone,CCC1(c2ccccc2)C(=O)NCNC1=O,DQMZLTXERSFNPB-UHFFFAOYSA-N,DQMZLTXERSFNPB
probenecid,probenecid,probenecid,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,DBABZHXKTCFAPX-UHFFFAOYSA-N,DBABZHXKTCFAPX
propafenone,propafenone,propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,JWHAUXFOSRPERK-UHFFFAOYSA-N,JWHAUXFOSRPERK
propranolol,propranolol,propranolol,CC(C)NCC(O)COc1cccc2ccccc12,AQHHHDLHHXJYJD-UHFFFAOYSA-N,AQHHHDLHHXJYJD
pyrimethamine,pyrimethamine,pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,WKSAUQYGYAYLPV-UHFFFAOYSA-N,WKSAUQYGYAYLPV
quetiapine,quetiapine,quetiapine|seroquel,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,URKOMYMAXPYINW-UHFFFAOYSA-N,URKOMYMAXPYINW
quinidine,quinidine,nuedexta component|quinidine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-LHHVKLHASA-N,LOUPRKONTZGTKE
quinine,quinine,qualaquin|quinine|tonic water,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-WZBLMQSHSA-N,LOUPRKONTZGTKE
r_venlafaxine,r-venlafaxine,"r venlafaxine|r-venlafaxine|r_venlafaxine|venlafaxine, (r)-",COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,PNVNVHUZROJLTJ-INIZCTEOSA-N,PNVNVHUZROJLTJ
rabeprazole,rabeprazole,rabeprazole,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,YREYEVIYCVEVJK-UHFFFAOYSA-N,YREYEVIYCVEVJK
ramelteon,ramelteon,ramelteon,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,YLXDSYKOBKBWJQ
ranitidine,ranitidine,ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,VMXUWOKSQNHOCA-UKTHLTGXSA-N,VMXUWOKSQNHOCA
ranolazine,ranolazine,ranolazine,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,XKLMZUWKNUAPSZ
repaglinide,repaglinide,repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,FAEKWTJYAYMJKF-QHCPKHFHSA-N,FAEKWTJYAYMJKF
repotrectinib,repotrectinib,repotrectinib,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,FIKPXCOQUIZNHB-WDEREUQCSA-N,FIKPXCOQUIZNHB
resmetirom,resmetirom,resmetirom,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,FDBYIYFVSAHJLY-UHFFFAOYSA-N,FDBYIYFVSAHJLY
rifampicin,rifampicin,rifadin|rifampicin|rifampin|rimactane,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,JQXXHWHPUNPDRT-WLSIYKJHSA-N,JQXXHWHPUNPDRT
rilpivirine,rilpivirine,rilpivirine,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,YIBOMRUWOWDFLG-ONEGZZNKSA-N,YIBOMRUWOWDFLG
ritonavir,ritonavir,norvir|ritonavir,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,NCDNCNXCDXHOMX-XGKFQTDJSA-N,NCDNCNXCDXHOMX
rivaroxaban,rivaroxaban,rivaroxaban|xarelto,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,KGFYHTZWPPHNLQ
rolapitant,rolapitant,rolapitant,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,FIVSJYGQAIEMOC-ZGNKEGEESA-N,FIVSJYGQAIEMOC
rosiglitazone,rosiglitazone,rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,YASAKCUCGLMORW-UHFFFAOYSA-N,YASAKCUCGLMORW
rosuvastatin,rosuvastatin,crestor|rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,BPRHUIZQVSMCRT-VEUZHWNKSA-N,BPRHUIZQVSMCRT
rufinamide,rufinamide,rufinamide,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,POGQSBRIGCQNEG-UHFFFAOYSA-N,POGQSBRIGCQNEG
rupatadine,rupatadine,rupatadine,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,WUZYKBABMWJHDL-UHFFFAOYSA-N,WUZYKBABMWJHDL
s_mephenytoin,s-mephenytoin,"mephenytoin, (+)-|s mephenytoin|s-mephenytoin|s_mephenytoin",CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,GMHKMTDVRCWUDX-LBPRGKRZSA-N,GMHKMTDVRCWUDX
s_venlafaxine,s-venlafaxine,(s)-venlafaxine|s venlafaxine|s-venlafaxine|s_venlafaxine,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,PNVNVHUZROJLTJ-MRXNPFEDSA-N,PNVNVHUZROJLTJ
saquinavir,saquinavir,saquinavir,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,QWAXKHKRTORLEM-UGJKXSETSA-N,QWAXKHKRTORLEM
selexipag,selexipag,selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,QXWZQTURMXZVHJ-UHFFFAOYSA-N,QXWZQTURMXZVHJ
selpercatinib,selpercatinib,selpercatinib,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,XIIOFHFUYBLOLW-UHFFFAOYSA-N,XIIOFHFUYBLOLW
sertraline,sertraline,sertraline|zoloft,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,VGKDLMBJGBXTGI-SJCJKPOMSA-N,VGKDLMBJGBXTGI
sevabertinib,sevabertinib,sevabertinib,COc1c(Cl)cccc1Nc1c(-c2ccncc2OC[C@@H]2COCCO2)[nH]c2c1C(=O)NCC2,VYQVHWNNPKOJEA-AWEZNQCLSA-N,VYQVHWNNPKOJEA
sildenafil,sildenafil,revatio|sildenafil|viagra,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,BNRNXUUZRGQAQC-UHFFFAOYSA-N,BNRNXUUZRGQAQC
simvastatin,simvastatin,simvastatin|zocor,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,RYMZZMVNJRMUDD-HGQWONQESA-N,RYMZZMVNJRMUDD
sirolimus,sirolimus,sirolimus,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,QFJCIRLUMZQUOT-HPLJOQBZSA-N,QFJCIRLUMZQUOT
sotorasib,sotorasib,sotorasib,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,NXQKSXLFSAEQCZ-SFHVURJKSA-N,NXQKSXLFSAEQCZ
sulfasalazine,sulfasalazine,sulfasalazine,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,NCEXYHBECQHGNR-UHFFFAOYSA-N,NCEXYHBECQHGNR
sunitinib,sunitinib,sunitinib,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N,WINHZLLDWRZWRT
tacrolimus,tacrolimus,prograf|tacrolimus,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N,QJJXYPPXXYFBGM
tadalafil,tadalafil,cialis|tadalafil,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,WOXKDUGGOYFFRN-IIBYNOLFSA-N,WOXKDUGGOYFFRN
taletrectinib,taletrectinib,taletrectinib,C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1,HEVHTYMYEMEBPX-HZPDHXFCSA-N,HEVHTYMYEMEBPX
tamsulosin,tamsulosin,flomax|tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DRHKJLXJIQTDTD-OAHLLOKOSA-N,DRHKJLXJIQTDTD
tasimelteon,tasimelteon,tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,PTOIAAWZLUQTIO-GXFFZTMASA-N,PTOIAAWZLUQTIO
tazemetostat,tazemetostat,tazemetostat,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,NSQSAUGJQHDYNO-UHFFFAOYSA-N,NSQSAUGJQHDYNO
telithromycin,telithromycin,telithromycin,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,LJVAJPDWBABPEJ-PNUFFHFMSA-N,LJVAJPDWBABPEJ
